0.0	1.0004974441793666
3.25	0.9980527306888892
4.25	0.9986560398150799
5.25	0.9998996502634931
6.25	0.9980191582409356
7.25	0.9923072391412697
8.25	0.9854566521683185
9.25	0.9775345810120458
10.25	0.9717171796342653
11.25	0.9685773729842495
12.25	0.9654333650285715
13.25	0.9625175512186461
14.25	0.9614396310690185
15.25	0.9605718880648378
16.25	0.9613952525507972
17.25	0.9610304436893052
18.25	0.9602920939448832
19.25	0.9594275673306392
20.25	0.9682080373834903
21.25	0.9630713443070207
22.25	0.9299791378286245
23.25	0.8573686308902037
24.25	0.75519767629351
25.25	0.6796468116642022
26.25	0.6480539721624096
27.25	0.6507506677162809
28.25	0.678718859108989
29.25	0.6893280156971653
30.25	0.6829109690867221
31.25	0.6763131118909017
32.25	0.661612267656261
33.25	0.6446679536328919
34.25	0.6369417056628698
35.25	0.6269291445843184
36.25	0.6553160490858291
37.25	0.693923563144523
38.25	0.755633628039467
39.25	0.7741268496740612
40.25	0.7855910749902105
41.25	0.7838484754916217
42.25	0.768143892073859
43.25	0.7764151885215718
44.25	0.7961049300746299
45.25	0.7653510014041662
46.25	0.7279366090270061
47.25	0.6329666843339126
48.25	0.49807827964205675
49.25	0.40735926781901666
50.25	0.35338038693668206
51.25	0.3447276786325337
52.25	0.35177767863253295
53.25	0.35786372027001384
