0.0	1.00
11.5	0.9814285714285722
14.5	0.9778571428571435
17.5	0.9785714285714293
20.5	0.950375947986316
23.5	0.9260400470475217
26.5	0.8916229792502357
29.5	0.8811153151635069
32.5	0.8743166886798648
35.5	0.8595981622632675
38.5	0.7878230487493554
41.5	0.7055090661609985
44.5	0.6194233738250413
47.5	0.5767980419366138
50.5	0.558900019106393
53.5	0.5637623100630054
56.5	0.5797634467339257
59.5	0.605277103366878
62.5	0.6346667796875437
65.5	0.6572126711606288
68.5	0.6582868207660284
71.5	0.6536072921792762
74.5	0.6644810889429191
77.5	0.6930184939110444
80.5	0.7116677468774433
83.5	0.7335996363979372
86.5	0.7286764387478404
89.5	0.7122035267253313
92.5	0.719457953096897
95.5	0.7393094921750932
98.5	0.7625692909339132
101.5	0.7607789885750569
104.5	0.7544186183779555
107.5	0.7825076087048006
110.5	0.7337075904278652
113.5	0.5797178009613839
116.5	0.39081497968895273
119.5	0.18700784854706076
122.5	0.07473389146916258
125.5	0.0
128.5	0.0
131.5	0.0
